Id,ItemName,UnitOfMeasurement,Quantity,WarehouseName,AddressingName
75784,EXPERTGROW,6,500.2,4,019-A-001
75866,GRANARY 700WG (IMIDACLOPRIDO),3,0.0007,4,026-A-001
77450,EXPEDITION (SULFOXAFLOR + LAMBDA-CIALOTRINA),6,759.1,4,017-A-001
78334,ZEUS IHARA (DINOTEFURAM + LAMBDA-CIALOTRINA),6,212,4,023-A-001
78776,HERBICIDA - SPRAYKILL RAINBOW DEFENSIVOS,6,5500,4,002-A-001
79144,ACCTTRA NOCTUIDEO HERBICIDA,6,100,4,5546
79205,ATRATIVO PARA PERCEVEJOS ISCA DF073,0,80,4,023-A-001
79206,ATRATIVO PARA SPODOPTERA FRUGIPERDA DF072,6,85,4,1228
81773,MITRION (BENZOVINDIFLUPIR + PROTIOCONAZOL),6,504.65,4,021-A-001
81774,ALADE (BENZOVINDIFLUPIR + CIPROCONAZOL),6,29.75,4,026-A-001
81775,INFLUX (BENZOATO DE EMAMECTINA + LUFENUROM),3,24,4,Vazio
81776,INSTIVO (CLORANTRANILIPROLE + ABAMECTINA),6,26,4,026-A-001
82249,PLETHORA (INDOXACARBE + NOVALUROM),6,8672.25,4,004-A-001
82250,TARGA MAX (QUIZALOFOPE-P-ETILICO),6,360,4,1565
82254,APROACH POWER (PICOXISTROBINA + CIPROCONAZOL),6,2493,4,019-A-001
83633,OLEO VEGETAL NORTOX,6,14732.1021,4,002-A-001
83714,ZAPP WG 720 (GLIFOSATO),3,23.5,4,024-A-001
84118,PEFORMAPRO BORO 10,6,3173.45,4,005-A-001
85598,PERFORMAPRO ATTO BIOPLANTA 8003456,3,7881.59,4,018-A-001
85656,INSETICIDA REPHON 800/KG ROTAM WG 6KG 2,3,84.179,4,025-A-001
85810,HERBICIDA SENCOR SC480 03167430,6,430.3,4,021-A-001
86158,EVOLUTION 600WG UPL 2X10KG BR,3,100,4,026-A-001
86159,TRIDIUM UPL 2X10 BR,3,40,4,5528
86184,ALLY 40G BR FMC 11009205,3,80.84,4,025-A-001
86679,XTENDICAM MONSANTO BRASIL DT900001FR,6,1,4,026-A-001
86680,XTEND PROTECT MONSANTO BRASIL DSP00001FR00013,6,1,4,026-A-001
86880,CALARIS (MESOTRIONA+ATRAZINA),6,227,4,020-A-001
86995,MANFIL 800WP (MANCOZEBE),3,95,4,026-A-001
87709,ARMERO BR ADAMA BRASIL S/A FG227,6,4432,4,Vazio
88467,GLIFOSATO ALAMOS 720 ZHONGSHAN 23,3,19374.995,4,004-A-001
88468,STINGER WG (GLIFOSATO),3,594.25,4,010-A-001
88504,OFFER ADAMA,6,579.6,4,025-A-001
88603,METOMIL 215 SL (METOMIL),6,61917,4,013-A-001
89179,VERTIMEC 84 SC 4X5L BRA SYNGENTA,6,20,4,Vazio
89467,ZETHAMAXX SUMITOMO CHEMICAL,6,67.8,4,021-A-001
91352,KELLUS MANGANESE AICL 2000008872,3,5517.34,4,011-A-001
93355,CLORIMURON MAX NORTOX 20 X  0.500,3,32.5038,4,026-A-001
94578,2.4D 806 SL ZHONGSHAN,12,11110.45,4,007-A-001
95007,NOCTOVI 20F 20LT ISCA TECNOLOGIA,6,220,4,Vazio
95008,ACTTRA PERCEVEJO 20F 20LT ISCA TECNOLOGIA,6,200,4,Vazio
95056,FUNGICIDA REDIGO BAYER,6,100,4,Vazio
95326,FERTILIZANTE SELENATO SODIO 25 KG MI GRAU TECNICO,3,1500,4,Vazio
95459,SULFATO MANGANES MONO NITRO,3,2250,4,Vazio
95590,INSETICIDA POLYTRIN SYNGENTA,6,80,4,Vazio
95734,CLORFENAPIR NORTOX 10201,6,8000,4,Vazio
95755,INSETICIDA FEROCE,3,20000,4,Vazio
