ItemId,MovementeType,WarehouseName,Amount,MovementDate
24709,E,2,4.00000,2022-12-13 04:40:00
5059,E,2,1.00000,2022-12-13 04:38:00
6154,E,2,1.00000,2022-12-13 04:38:00
35648,E,2,2.00000,2022-12-13 04:38:00
6115,E,2,40.00000,2022-12-13 04:06:00
95688,E,2,10.00000,2022-12-13 04:10:00
5113,E,2,20.00000,2022-12-13 04:53:00
6766,E,2,1.00000,2022-12-13 04:38:00
33563,E,2,1.00000,2022-12-13 04:47:00
82515,E,2,1.00000,2022-12-13 04:10:00
15873,E,2,1.00000,2022-12-13 04:38:00
77697,E,2,1.00000,2022-12-13 04:38:00
75524,E,2,1.00000,2022-12-13 04:54:00
45139,E,2,1.00000,2022-12-13 04:38:00
33566,E,2,1.00000,2022-12-13 04:47:00
95899,E,2,1.00000,2022-12-13 04:43:00
33653,E,2,1.00000,2022-12-13 04:38:00
88027,E,2,1.00000,2022-12-13 04:47:00
54813,E,2,2.00000,2022-12-13 04:38:00
25858,E,2,2.00000,2022-12-13 04:43:00
55673,E,2,2.00000,2022-12-13 04:25:00
95869,E,2,2.00000,2022-12-13 04:38:00
28998,E,2,2.00000,2022-12-13 04:49:00
84526,E,2,3.00000,2022-12-13 04:43:00
9367,E,2,4.00000,2022-12-13 04:38:00
25862,E,2,11.00000,2022-12-13 04:43:00
39786,E,2,43.00000,2022-12-13 04:38:00
6645,E,2,50.00000,2022-12-13 04:38:00
81348,E,2,54.00000,2022-12-13 04:17:00
8968,E,2,1.00000,2022-12-13 04:38:00
56209,E,2,4.00000,2022-12-13 04:28:00
71826,E,2,5.00000,2022-12-13 04:27:00
95922,E,2,1.00000,2022-12-13 04:42:00
95986,E,2,1.00000,2022-12-13 04:42:00
52407,E,2,1.00000,2022-12-13 04:47:00
2932,E,2,1.00000,2022-12-13 04:47:00
58354,E,2,4.00000,2022-12-13 04:41:00
64224,E,2,46.00000,2022-12-13 04:10:00
82577,E,2,60.00000,2022-12-13 04:40:00
6951,E,2,1.00000,2022-12-13 04:47:00
26501,E,2,1.00000,2022-12-13 04:47:00
75856,E,2,2.00000,2022-12-13 04:27:00
72021,E,2,2.00000,2022-12-13 04:10:00
21939,E,2,2.00000,2022-12-13 04:43:00
10580,E,2,3.00000,2022-12-13 04:37:00
75857,E,2,3.00000,2022-12-13 04:27:00
77661,E,2,4.00000,2022-12-13 04:38:00
6655,E,2,4.00000,2022-12-13 04:38:00
30051,E,2,4.00000,2022-12-13 04:38:00
82463,E,2,6.00000,2022-12-13 04:10:00
72368,E,2,11.00000,2022-12-13 04:47:00
38453,E,2,12.00000,2022-12-13 04:43:00
56521,E,2,15.00000,2022-12-13 04:10:00
72985,E,2,16.00000,2022-12-13 04:38:00
24898,E,2,19.00000,2022-12-13 04:47:00
5914,E,2,40.00000,2022-12-13 04:10:00
4362,E,2,200.00000,2022-12-13 04:10:00
95966,E,2,250.00000,2022-12-13 04:37:00
22415,E,2,5.000.00000,2022-12-13 04:10:00
48682,E,2,1.00000,2022-12-13 04:38:00
20283,E,2,1.00000,2022-12-13 04:10:00
48683,E,2,1.00000,2022-12-13 04:38:00
515,E,2,1.00000,2022-12-13 04:47:00
78049,E,2,1.00000,2022-12-13 04:38:00
39920,E,2,1.00000,2022-12-13 04:47:00
74437,E,2,1.00000,2022-12-13 04:31:00
10013,E,2,2.00000,2022-12-13 04:38:00
22162,E,2,2.00000,2022-12-13 04:38:00
36434,E,2,2.00000,2022-12-13 04:38:00
72556,E,2,1.00000,2022-12-13 04:38:00
83986,E,2,224.00000,2022-12-13 04:10:00
95289,E,2,1.00000,2022-12-13 04:31:00
95887,E,2,2.00000,2022-12-13 04:29:00
67238,E,2,1.00000,2022-12-13 04:47:00
44189,E,2,1.00000,2022-12-13 04:38:00
25296,E,2,1.00000,2022-12-13 04:47:00
16442,E,2,1.00000,2022-12-13 04:10:00
55536,E,2,1.00000,2022-12-13 04:43:00
43867,E,2,1.00000,2022-12-13 04:43:00
78519,E,2,2.00000,2022-12-13 04:10:00
54958,E,2,1.00000,2022-12-13 04:47:00
66838,E,2,1.00000,2022-12-13 04:47:00
54965,E,2,2.00000,2022-12-13 04:38:00
15541,E,2,1.00000,2022-12-13 04:47:00
75855,E,2,3.00000,2022-12-13 04:27:00
81562,E,2,4.00000,2022-12-13 04:47:00
4483,E,2,2.00000,2022-12-13 04:47:00
47036,E,2,2.00000,2022-12-13 04:38:00
57165,E,2,1.00000,2022-12-13 04:10:00
20156,E,2,6.00000,2022-12-13 04:40:00
85652,E,2,1.00000,2022-12-13 04:53:00
70404,E,2,4.00000,2022-12-13 04:55:00
5764,E,2,1.00000,2022-12-13 04:25:00
35765,E,2,1.00000,2022-12-13 04:25:00
33453,E,2,1.00000,2022-12-13 04:25:00
93137,E,2,1.00000,2022-12-13 04:25:00
93138,E,2,1.00000,2022-12-13 04:25:00
95899,E,2,1.00000,2022-12-13 04:43:00
88027,E,2,1.00000,2022-12-13 04:47:00
52407,E,2,3.00000,2022-12-13 04:47:00
55536,E,2,1.00000,2022-12-13 04:43:00
43867,E,2,1.00000,2022-12-13 04:43:00
70404,E,2,7.00000,2022-12-13 04:14:00
93137,E,2,1.00000,2022-12-13 04:25:00
93138,E,2,1.00000,2022-12-13 04:25:00
95899,E,2,1.00000,2022-12-13 04:43:00
55536,E,2,1.00000,2022-12-13 04:43:00
43867,E,2,1.00000,2022-12-13 04:43:00
34836,E,2,2.00000,2022-12-13 04:16:00
95899,E,2,1.00000,2022-12-13 04:43:00
55536,E,2,1.00000,2022-12-13 04:43:00
43867,E,2,1.00000,2022-12-13 04:43:00
95899,E,2,1.00000,2022-12-13 04:43:00
55536,E,2,1.00000,2022-12-13 04:43:00
43867,E,2,1.00000,2022-12-13 04:43:00
95899,E,2,1.00000,2022-12-13 04:43:00
55536,E,2,1.00000,2022-12-13 04:43:00
43867,E,2,1.00000,2022-12-13 04:43:00
95899,E,2,1.00000,2022-12-13 04:43:00
55536,E,2,1.00000,2022-12-13 04:43:00
74587,E,2,2.00000,2022-12-14 04:29:00
59301,E,2,3.00000,2022-12-14 04:29:00
74588,E,2,3.00000,2022-12-14 04:28:00
86175,E,2,1.00000,2022-12-14 04:16:00
92935,E,2,2.00000,2022-12-14 04:44:00
86847,E,2,1.00000,2022-12-14 04:48:00
75387,E,2,1.00000,2022-12-14 04:26:00
78934,E,2,3.00000,2022-12-14 04:44:00
73323,E,2,5.00000,2022-12-14 04:11:00
83406,E,2,7.00000,2022-12-14 04:38:00
25862,E,2,1.00000,2022-12-14 04:47:00
73900,E,2,1.00000,2022-12-14 04:47:00
27247,E,2,1.00000,2022-12-14 04:47:00
95714,E,2,2.00000,2022-12-14 04:40:00
68223,E,2,5.00000,2022-12-14 04:40:00
93710,E,2,6.00000,2022-12-14 04:38:00
20816,E,2,4.00000,2022-12-14 04:48:00
50474,E,2,2.00000,2022-12-14 04:22:00
59078,E,2,3.00000,2022-12-14 04:59:00
23239,E,2,1.00000,2022-12-14 04:11:00
9479,E,2,2.00000,2022-12-14 04:48:00
81093,E,2,2.00000,2022-12-14 04:29:00
1515,E,2,3.00000,2022-12-14 04:31:00
3363,E,2,7.00000,2022-12-14 04:59:00
73085,E,2,2.00000,2022-12-14 04:47:00
79149,E,2,11.00000,2022-12-14 04:59:00
23485,E,2,6.00000,2022-12-14 04:11:00
75063,E,2,8.00000,2022-12-14 04:16:00
81180,E,2,2.00000,2022-12-14 04:22:00
76974,E,2,1.00000,2022-12-14 04:16:00
45597,E,2,1.00000,2022-12-14 04:29:00
83618,E,18,4.00000,2022-12-14 04:51:00
74772,E,18,12.00000,2022-12-14 04:33:00
95792,E,2,3.00000,2022-12-14 04:39:00
55255,E,2,2.00000,2022-12-14 04:55:00
54188,E,2,14.00000,2022-12-14 04:55:00
28247,E,2,22.00000,2022-12-14 04:55:00
80517,E,2,4.00000,2022-12-14 04:06:00
5933,E,2,25.00000,2022-12-14 04:17:00
38621,E,2,6.00000,2022-12-14 04:17:00
92499,E,2,18.00000,2022-12-14 04:47:00
37939,E,2,6.00000,2022-12-14 04:17:00
75111,E,2,10.00000,2022-12-14 04:11:00
78794,E,2,300.00000,2022-12-14 04:11:00
1979,E,2,1.00000,2022-12-14 04:00:00
6115,E,2,2.00000,2022-12-14 04:35:00
52932,E,2,6.00000,2022-12-14 04:48:00
95827,E,2,10.00000,2022-12-14 04:32:00
23709,E,2,1.00000,2022-12-14 04:56:00
25858,E,2,1.00000,2022-12-14 04:02:00
51534,E,2,1.00000,2022-12-14 04:56:00
23646,E,2,1.00000,2022-12-14 04:56:00
32601,E,2,2.00000,2022-12-14 04:25:00
9309,E,2,4.00000,2022-12-14 04:56:00
12045,E,2,50.00000,2022-12-14 04:56:00
30063,E,2,2.00000,2022-12-14 04:56:00
23294,E,2,1.00000,2022-12-14 04:44:00
11977,E,2,5.00000,2022-12-14 04:55:00
76992,E,2,1.00000,2022-12-14 04:22:00
75555,E,2,1.00000,2022-12-14 04:56:00
72021,E,2,1.00000,2022-12-14 04:26:00
81965,E,2,2.00000,2022-12-14 04:25:00
81093,E,2,2.00000,2022-12-14 04:44:00
72858,E,2,4.00000,2022-12-14 04:56:00
57976,E,2,6.00000,2022-12-14 04:56:00
6630,E,2,8.00000,2022-12-14 04:55:00
54158,E,2,11.00000,2022-12-14 04:56:00
3052,E,2,12.00000,2022-12-14 04:47:00
20798,E,2,12.00000,2022-12-14 04:56:00
6670,E,2,14.00000,2022-12-14 04:56:00
31177,E,2,19.00000,2022-12-14 04:56:00
6351,E,2,20.00000,2022-12-14 04:56:00
93052,E,2,21.00000,2022-12-14 04:55:00
9479,E,2,25.00000,2022-12-14 04:31:00
56521,E,2,65.00000,2022-12-14 04:47:00
16430,E,2,70.00000,2022-12-14 04:56:00
2246,E,2,2.300.00000,2022-12-14 04:34:00
12035,E,2,2.300.00000,2022-12-14 04:34:00
12034,E,2,2.300.00000,2022-12-14 04:34:00
67176,E,2,1.00000,2022-12-14 04:56:00
56269,E,2,1.00000,2022-12-14 04:56:00
19526,E,2,2.00000,2022-12-14 04:55:00
33179,E,2,1.00000,2022-12-14 04:44:00
23485,E,2,2.00000,2022-12-14 04:31:00
89972,E,2,1.00000,2022-12-14 04:31:00
29110,E,2,3.00000,2022-12-14 04:56:00
28449,E,2,2.00000,2022-12-14 04:25:00
82538,E,2,1.00000,2022-12-14 04:31:00
37412,E,2,1.00000,2022-12-14 04:56:00
6517,E,2,1.00000,2022-12-14 04:25:00
81692,E,2,40.00000,2022-12-14 04:56:00
82915,E,2,1.00000,2022-12-14 04:13:00
81093,E,2,2.00000,2022-12-14 04:48:00
96061,E,2,2.00000,2022-12-14 04:13:00
12932,E,2,10.00000,2022-12-14 04:24:00
16767,E,18,7.00000,2022-12-14 04:56:00
68372,E,2,1.00000,2022-12-14 04:20:00
21341,E,2,1.00000,2022-12-14 04:42:00
30710,E,2,1.00000,2022-12-14 04:12:00
95797,E,2,1.00000,2022-12-14 04:12:00
81093,E,2,2.00000,2022-12-14 04:26:00
5209,E,2,19.00000,2022-12-14 04:44:00
82660,E,2,1.00000,2022-12-14 04:36:00
73261,E,2,1.00000,2022-12-14 04:31:00
39426,E,2,4.00000,2022-12-14 04:37:00
95926,E,2,5.00000,2022-12-14 04:34:00
95927,E,2,20.00000,2022-12-14 04:34:00
5901,E,18,19.00000,2022-12-14 04:50:00
75618,E,2,2.00000,2022-12-14 04:56:00
95660,E,2,2.00000,2022-12-14 04:56:00
68368,E,2,20.00000,2022-12-14 04:56:00
77145,E,2,2.00000,2022-12-14 04:29:00
75926,E,2,1.00000,2022-12-14 04:56:00
76101,E,2,2.00000,2022-12-14 04:56:00
15222,E,2,1.00000,2022-12-14 04:56:00
15222,E,2,1.00000,2022-12-14 04:56:00
59276,E,2,1.00000,2022-12-15 04:01:00
42461,E,2,7.00000,2022-12-15 04:24:00
94628,E,2,3.00000,2022-12-15 04:50:00
88445,E,2,4.00000,2022-12-15 04:02:00
88390,E,2,4.00000,2022-12-15 04:02:00
7828,E,2,1.00000,2022-12-15 04:50:00
38462,E,2,3.00000,2022-12-15 04:02:00
66200,E,2,3.00000,2022-12-15 04:50:00
95244,E,2,1.00000,2022-12-15 04:01:00
23294,E,2,4.00000,2022-12-15 04:01:00
75835,E,2,1.00000,2022-12-15 04:59:00
81093,E,2,1.00000,2022-12-15 04:59:00
1512,E,2,6.00000,2022-12-15 04:59:00
9479,E,2,25.00000,2022-12-15 04:35:00
85548,E,2,1.00000,2022-12-15 04:29:00
38450,E,2,20.00000,2022-12-15 04:35:00
1040,E,18,1.00000,2022-12-15 04:54:00
63939,E,18,1.00000,2022-12-15 04:54:00
9986,E,18,1.00000,2022-12-15 04:50:00
42024,E,18,1.00000,2022-12-15 04:04:00
12132,E,18,1.00000,2022-12-15 04:50:00
70846,E,18,2.00000,2022-12-15 04:54:00
82564,E,18,1.00000,2022-12-15 04:54:00
94436,E,18,1.00000,2022-12-15 04:37:00
77384,E,2,40.00000,2022-12-15 04:16:00
84869,E,2,20.00000,2022-12-15 04:51:00
81796,E,2,1.00000,2022-12-15 04:01:00
10997,E,2,1.00000,2022-12-15 04:47:00
94256,E,2,1.00000,2022-12-15 04:39:00
73336,E,2,2.00000,2022-12-15 04:08:00
95725,E,2,27.50000,2022-12-15 04:45:50
66506,E,2,2.00000,2022-12-15 04:58:00
65673,E,2,2.00000,2022-12-15 04:48:00
68022,E,2,1.00000,2022-12-15 04:10:00
40023,E,2,1.00000,2022-12-15 04:03:00
64316,E,2,1.00000,2022-12-15 04:47:00
88445,E,2,2.00000,2022-12-15 04:03:00
88390,E,2,3.00000,2022-12-15 04:03:00
38462,E,2,1.00000,2022-12-15 04:03:00
53869,E,2,3.00000,2022-12-15 04:02:00
4971,E,2,5.00000,2022-12-15 04:02:00
8589,E,2,60.00000,2022-12-15 04:03:00
44573,E,2,1.00000,2022-12-15 04:54:00
56359,E,2,1.00000,2022-12-15 04:59:00
67831,E,2,1.00000,2022-12-15 04:38:00
83237,E,2,1.00000,2022-12-15 04:01:00
95391,E,2,1.00000,2022-12-15 04:01:00
73420,E,2,1.00000,2022-12-15 04:12:00
95950,E,2,5.00000,2022-12-15 04:01:00
9209,E,2,2.00000,2022-12-15 04:32:00
74183,E,2,3.00000,2022-12-15 04:32:00
85836,E,2,10.00000,2022-12-15 04:47:00
2354,E,2,2.00000,2022-12-15 04:43:00
87979,E,2,5.00000,2022-12-15 04:06:00
55009,E,2,1.00000,2022-12-15 04:10:00
9685,E,2,1.00000,2022-12-15 04:26:00
26341,E,2,2.00000,2022-12-15 04:10:00
15503,E,2,2.00000,2022-12-15 04:38:00
83839,E,2,1.00000,2022-12-15 04:40:00
87950,E,2,1.00000,2022-12-15 04:38:00
56558,E,2,1.00000,2022-12-15 04:53:00
76747,E,2,1.00000,2022-12-15 04:40:00
25777,E,2,1.00000,2022-12-15 04:03:00
41254,E,2,1.00000,2022-12-15 04:15:00
29833,E,2,1.00000,2022-12-15 04:42:00
52620,E,2,2.00000,2022-12-15 04:08:00
22083,E,2,3.00000,2022-12-15 04:01:00
5204,E,2,30.00000,2022-12-15 04:22:00
59534,E,2,1.00000,2022-12-15 04:21:00
75639,E,2,1.00000,2022-12-15 04:57:00
30463,E,2,1.00000,2022-12-15 04:03:00
87112,E,2,1.00000,2022-12-15 04:29:00
86976,E,2,1.00000,2022-12-15 04:23:00
69760,E,2,1.00000,2022-12-15 04:15:00
11791,E,2,1.00000,2022-12-15 04:48:00
96026,E,2,1.00000,2022-12-15 04:29:00
90295,E,2,1.00000,2022-12-15 04:04:00
95899,E,2,1.00000,2022-12-15 04:04:00
23711,E,2,1.00000,2022-12-15 04:03:00
82004,E,2,1.00000,2022-12-15 04:06:00
83655,E,2,1.00000,2022-12-15 04:53:00
3451,E,2,2.00000,2022-12-15 04:26:00
87748,E,2,2.00000,2022-12-15 04:04:00
59883,E,2,2.00000,2022-12-15 04:38:00
75832,E,2,24.00000,2022-12-15 04:29:00
49833,E,2,57.00000,2022-12-15 04:22:00
91086,E,2,1.00000,2022-12-15 04:01:00
49484,E,2,1.00000,2022-12-15 04:48:00
41893,E,2,2.00000,2022-12-15 04:22:00
41894,E,2,2.00000,2022-12-15 04:22:00
95909,E,2,2.00000,2022-12-15 04:25:00
11518,E,2,1.00000,2022-12-15 04:14:00
59915,E,2,1.00000,2022-12-15 04:21:00
59889,E,2,1.00000,2022-12-15 04:05:00
67465,E,2,3.00000,2022-12-15 04:38:00
52407,E,2,4.00000,2022-12-15 04:26:00
95964,E,2,4.00000,2022-12-15 04:04:00
95801,E,2,1.00000,2022-12-15 04:16:00
95800,E,2,1.00000,2022-12-15 04:51:00
6135,E,2,16.00000,2022-12-15 04:38:00
90967,E,2,2.00000,2022-12-15 04:46:00
82228,E,2,4.00000,2022-12-15 04:33:00
24740,E,2,1.00000,2022-12-15 04:03:00
25101,E,2,1.00000,2022-12-15 04:53:00
87653,E,2,1.00000,2022-12-15 04:33:00
95883,E,2,5.00000,2022-12-15 04:38:00
93052,E,2,15.00000,2022-12-15 04:13:00
9479,E,2,18.00000,2022-12-15 04:04:00
95966,E,2,500.00000,2022-12-15 04:48:00
86878,E,2,1.000.00000,2022-12-15 04:54:00
42862,E,2,2.00000,2022-12-15 04:53:00
31325,E,2,1.00000,2022-12-15 04:16:00
84407,E,2,1.00000,2022-12-15 04:04:00
40954,E,2,2.00000,2022-12-15 04:51:00
70192,E,2,4.00000,2022-12-15 04:05:00
36086,E,2,1.00000,2022-12-15 04:06:00
36299,E,2,2.00000,2022-12-15 04:06:00
36298,E,2,5.00000,2022-12-15 04:06:00
85301,E,2,2.00000,2022-12-15 04:33:00
95833,E,2,10.00000,2022-12-15 04:01:00
87195,E,2,1.00000,2022-12-15 04:33:00
28648,E,2,2.00000,2022-12-15 04:26:00
72542,E,2,5.00000,2022-12-15 04:22:00
42280,E,2,10.00000,2022-12-15 04:02:00
95921,E,2,100.00000,2022-12-15 04:01:00
72097,E,2,1.00000,2022-12-15 04:22:00
54936,E,2,1.00000,2022-12-15 04:10:00
82227,E,2,1.00000,2022-12-15 04:57:00
52999,E,2,1.00000,2022-12-15 04:03:00
95982,E,2,1.00000,2022-12-15 04:04:00
95897,E,2,1.00000,2022-12-15 04:04:00
95588,E,2,1.00000,2022-12-15 04:23:00
95589,E,2,1.00000,2022-12-15 04:53:00
7225,E,2,2.00000,2022-12-15 04:26:00
81692,E,2,4.00000,2022-12-15 04:38:00
95863,E,2,1.00000,2022-12-15 04:38:00
88390,E,2,3.00000,2022-12-15 04:03:00
53869,E,2,2.00000,2022-12-15 04:03:00
4971,E,2,3.00000,2022-12-15 04:03:00
38462,E,2,3.00000,2022-12-15 04:03:00
81787,E,2,1.00000,2022-12-15 04:01:00
56385,E,2,2.00000,2022-12-15 04:06:00
42280,E,2,8.00000,2022-12-15 04:03:00
4971,E,2,8.00000,2022-12-15 04:03:00
56359,E,2,2.00000,2022-12-15 04:59:00
2354,E,2,2.00000,2022-12-15 04:43:00
76747,E,2,1.00000,2022-12-15 04:40:00
30463,E,2,1.00000,2022-12-15 04:03:00
87112,E,2,1.00000,2022-12-15 04:29:00
23711,E,2,1.00000,2022-12-15 04:03:00
42280,E,2,10.00000,2022-12-15 04:03:00
54936,E,2,1.00000,2022-12-15 04:10:00
85234,E,2,3.00000,2022-12-15 04:04:00
90967,E,2,2.00000,2022-12-15 04:38:00
72542,E,2,5.00000,2022-12-15 04:53:00
95982,E,2,1.00000,2022-12-15 04:26:00
56359,E,2,1.00000,2022-12-15 04:59:00
2354,E,2,2.00000,2022-12-15 04:43:00
30463,E,2,1.00000,2022-12-15 04:03:00
23711,E,2,1.00000,2022-12-15 04:03:00
54936,E,2,1.00000,2022-12-15 04:10:00
2354,E,2,2.00000,2022-12-15 04:43:00
54936,E,2,1.00000,2022-12-15 04:10:00
2354,E,2,2.00000,2022-12-15 04:43:00
54936,E,2,1.00000,2022-12-15 04:10:00
54936,E,2,1.00000,2022-12-15 04:10:00
92558,E,2,1.00000,2022-12-16 04:18:00
95006,E,2,1.00000,2022-12-16 04:10:00
92780,E,2,3.00000,2022-12-16 04:18:00
6013,E,2,32.00000,2022-12-16 04:42:00
88445,E,2,5.00000,2022-12-16 04:42:00
7828,E,2,1.00000,2022-12-16 04:42:00
4971,E,2,7.00000,2022-12-16 04:42:00
38462,E,2,9.00000,2022-12-16 04:42:00
36878,E,2,11.00000,2022-12-16 04:42:00
27484,E,2,1.00000,2022-12-16 04:56:00
13733,E,2,11.00000,2022-12-16 04:42:00
53989,E,2,9.00000,2022-12-16 04:42:00
4843,E,18,1.00000,2022-12-16 04:16:00
79422,E,18,1.00000,2022-12-16 04:47:00
69016,E,18,1.00000,2022-12-16 04:47:00
69015,E,18,1.00000,2022-12-16 04:47:00
73121,E,18,1.00000,2022-12-16 04:47:00
73109,E,18,1.00000,2022-12-16 04:47:00
69017,E,18,2.00000,2022-12-16 04:47:00
69794,E,18,2.00000,2022-12-16 04:42:00
78344,E,18,3.00000,2022-12-16 04:37:00
77304,E,18,8.00000,2022-12-16 04:37:00
44821,E,18,15.00000,2022-12-16 04:37:00
78786,E,2,1.00000,2022-12-16 04:14:00
95581,E,2,20.00000,2022-12-16 04:14:00
54186,E,2,156.00000,2022-12-16 04:02:00
7828,E,2,1.00000,2022-12-16 04:14:00
90092,E,2,1.00000,2022-12-16 04:14:00
63235,E,2,32.00000,2022-12-16 04:14:00
96029,E,2,50.00000,2022-12-16 04:42:00
92499,E,2,162.00000,2022-12-16 04:03:00
47308,E,2,1.00000,2022-12-16 04:40:00
81641,E,2,12.00000,2022-12-16 04:40:00
8130,E,2,24.00000,2022-12-16 04:52:00
95548,E,2,30.00000,2022-12-16 04:14:00
96030,E,2,8.00000,2022-12-16 04:26:00
25441,E,2,12.00000,2022-12-16 04:12:00
22063,E,2,14.00000,2022-12-16 04:39:00
80418,E,2,18.00000,2022-12-16 04:39:00
67267,E,2,2.00000,2022-12-16 04:14:00
407,E,2,2.00000,2022-12-16 04:18:00
90927,E,2,2.00000,2022-12-16 04:16:00
38693,E,2,4.00000,2022-12-16 04:16:00
95826,E,2,15.00000,2022-12-16 04:14:00
2476,E,2,18.00000,2022-12-16 04:16:00
58343,E,2,1.00000,2022-12-16 04:14:00
94861,E,2,1.00000,2022-12-16 04:35:00
37409,E,2,2.00000,2022-12-16 04:51:00
23033,E,2,3.00000,2022-12-16 04:14:00
5336,E,2,4.00000,2022-12-16 04:16:00
25856,E,2,5.00000,2022-12-16 04:50:00
85577,E,2,10.00000,2022-12-16 04:14:00
3829,E,2,12.00000,2022-12-16 04:16:00
82430,E,2,1.00000,2022-12-16 04:42:00
58354,E,2,12.00000,2022-12-16 04:14:00
1514,E,2,6.00000,2022-12-16 04:08:00
5843,E,2,12.00000,2022-12-16 04:08:00
7340,E,2,30.00000,2022-12-16 04:08:00
1833,E,2,50.00000,2022-12-16 04:08:00
7159,E,2,80.00000,2022-12-16 04:08:00
36154,E,2,4.00000,2022-12-16 04:27:00
70943,E,2,7.00000,2022-12-16 04:16:00
84464,E,2,16.00000,2022-12-16 04:16:00
9120,E,2,20.00000,2022-12-16 04:16:00
77145,E,2,4.00000,2022-12-16 04:40:00
42280,E,2,5.00000,2022-12-16 04:14:00
81126,E,2,10.00000,2022-12-16 04:20:00
82538,E,2,6.00000,2022-12-16 04:16:00
81098,E,2,4.00000,2022-12-16 04:20:00
81184,E,2,6.00000,2022-12-16 04:42:00
95699,E,2,5.00000,2022-12-16 04:35:00
58106,E,2,6.00000,2022-12-16 04:26:00
70649,E,2,41.00000,2022-12-16 04:26:00
86391,E,2,60.00000,2022-12-16 04:26:00
96033,E,2,3.00000,2022-12-16 04:53:00
56359,E,2,2.00000,2022-12-16 04:22:00
96032,E,2,3.00000,2022-12-16 04:52:00
49013,E,2,20.00000,2022-12-16 04:22:00
30347,E,2,8.00000,2022-12-16 04:51:00
41763,E,2,20.00000,2022-12-16 04:52:00
72480,E,2,27.00000,2022-12-16 04:37:00
41682,E,2,12.00000,2022-12-16 04:06:00
37585,E,2,1.00000,2022-12-16 04:58:00
37586,E,2,1.00000,2022-12-16 04:58:00
96024,E,2,1.00000,2022-12-16 04:35:00
95983,E,2,1.00000,2022-12-16 04:06:00
95984,E,2,1.00000,2022-12-16 04:06:00
82769,E,2,2.00000,2022-12-16 04:12:00
65454,E,2,1.00000,2022-12-16 04:34:00
75412,E,2,1.00000,2022-12-16 04:19:00
94298,E,2,1.00000,2022-12-17 04:50:00
85661,E,2,10.00000,2022-12-17 04:12:00
96038,E,2,1.00000,2022-12-17 04:12:00
87120,E,2,1.00000,2022-12-17 04:50:00
8130,E,2,8.00000,2022-12-17 04:50:00
2216,E,2,3.00000,2022-12-17 04:50:00
91164,E,2,2.00000,2022-12-17 04:34:00
20964,E,2,3.00000,2022-12-17 04:32:00
95985,E,2,1.00000,2022-12-17 04:12:00
94640,E,2,2.00000,2022-12-17 04:12:00
86828,E,2,2.00000,2022-12-17 04:12:00
55431,E,2,4.00000,2022-12-17 04:34:00
27172,E,2,1.00000,2022-12-17 04:12:00
95732,E,2,1.00000,2022-12-17 04:34:00
30463,E,2,1.00000,2022-12-17 04:50:00
10356,E,2,1.00000,2022-12-17 04:46:00
72920,E,2,1.00000,2022-12-17 04:50:00
95987,E,2,1.00000,2022-12-17 04:12:00
60751,E,2,1.00000,2022-12-17 04:46:00
23711,E,2,1.00000,2022-12-17 04:50:00
95974,E,2,2.00000,2022-12-17 04:50:00
6645,E,2,86.00000,2022-12-17 04:32:00
30992,E,2,1.00000,2022-12-17 04:06:00
